Municipio,Nombre,2022,2023,2024,2025,2026
Tototlan,Servicios Castillo,14127341.45,,4979273.63,12956138.29,5863587.9
Etzatlan,Constructora Ibarra S.A.,7231934.62,10970956.75,14418179.4,12133409.55,10674659.37
Zapotlan del Rey,Distribuidora Ybarra S.A.,418956.88,12966216.85,2855432.77,4078515.61,11913163.15
Villa Purificacion,Distribuidora Morales S. de R.L.,8392539.3,3869372.45,4715021.32,3579568.95,12982142.31
Tuxcacuesco,Constructora Uribe S.R.L. de C.V.,3838576.29,13231215.4,12791890.61,,6255559.91
Tuxcueca,Soluciones Rivera S.A. de C.V.,3707335.71,,,1596506.23,6064385.11
San Gabriel,Servicios Mendoza,1161675.46,1446318.16,,9410456.83,3325783.42
Zapopan,Empresa Morales S.R.L. de C.V.,12895126.69,14386783.78,,2766714.43,10645135.8
Zapotlan del Rey,Distribuidora Perez S.A.,9921906.31,7236014.41,9674142.39,4194531.9,11967946.15
Tepatitlan de Morelos,Empresa Montes S. de R.L.,14422502.95,,13997146.04,3111470.62,8446256.33
Canadas de Obregon,Constructora Ramos S. de R.L.,9118815.58,14966386.66,,7895582.31,7530440.05
Zapotlan del Rey,Servicios Gutierrez,9647327.73,5394026.42,3301510.12,2408119.25,9890661.98
Tototlan,Distribuidora Valdez S. de R.L.,4712204.68,8237441.0,7926783.13,14766339.92,8928008.04
Ciudad Guzman,Empresa Aguilar S. de R.L.,3217192.47,9872298.88,9681556.6,,14532081.66
Canadas de Obregon,Grupo Torres S.C.,9377131.58,423085.24,4001882.63,178033.84,3516859.24
Mixtlan,Comercializadora Rivera S.A. de C.V.,9387440.36,,7082245.93,13463009.4,804593.36
La Huerta,Grupo Nunez S. de R.L.,,9071761.12,12858908.34,,11477241.81
Mixtlan,Empresa Zepeda S. de R.L.,7482988.69,8308284.28,14152279.61,548954.7,1347797.91
Chapala,Corporativo Lopez S.A.,,,,13070043.29,8170740.27
San Miguel el Alto,Servicios Rios S.A.,11821574.98,,1108319.74,8693467.4,
Unión de San Antonio,Distribuidora Sandoval S.R.L. de C.V.,9746093.1,7505324.92,13772665.33,987343.93,3810814.17
Mazamitla,Grupo Jimenez S.R.L. de C.V.,,,1697064.59,1922517.54,12397927.8
Degollado,Industrias Uribe S.C.,1067541.55,12972507.54,10196959.64,,12096088.04
San Martin de Bolanos,Distribuidora Ramos S.C.,14770467.89,8158937.83,693022.21,5884497.66,6847264.06
Tecalitlan,Distribuidora Aguilar S.A. de C.V.,13653661.84,,1538399.18,4317626.4,2152715.27
Ojuelos de Jalisco,Empresa Rios S.A.,4567023.2,3057143.13,2101378.89,4291220.72,12379414.41
Yahualica de Gonzalez Gallo,Inversiones Zepeda S.C.,4200853.74,9728724.03,6679103.45,,
La Huerta,Distribuidora Zepeda S.C.,1245159.69,8107370.0,14560687.9,10271406.16,4771006.54
Huejucar,Empresa Montes,12473965.72,11204310.27,1452581.31,8252596.46,4496914.24
Tecalitlan,Soluciones Jimenez S.R.L. de C.V.,,,10124019.83,6646702.08,
Huejuquilla el Alto,Soluciones Lopez S. de R.L.,5868004.49,12330746.91,4353557.93,6200694.24,14307855.67
Mixtlan,Soluciones Perez S.R.L. de C.V.,8190980.78,12057582.32,1443445.53,13232786.61,11324575.01
Mascota,Comercializadora Nunez S.A.,9205578.51,7140021.52,7302169.04,,12751600.95
Unión de San Antonio,Inversiones Soto S.A.,2358463.02,,9133327.69,13884173.71,7877877.25
Mezquitic,Empresa Ramos S. de R.L.,8283750.48,4203560.23,9336879.99,9525186.7,5762092.56
Canadas de Obregon,Soluciones Diaz S.A.,7664888.87,545811.37,13986213.85,2551097.87,12288734.3
El Limon,Soluciones Ramirez,,943711.26,1223021.75,10887375.6,6810864.37
Mascota,Servicios Zepeda S.A. de C.V.,,8567059.21,,,11610693.49
San Martin de Bolanos,Servicios Sandoval S.A.,8633768.99,12170730.72,1224281.18,12843410.83,11698023.66
Tecalitlan,Inversiones Tapia S.A. de C.V.,1594552.33,11391016.14,7000930.55,9940911.41,
Acatic,Servicios Perez S.A.,7083995.25,6739352.81,4065458.29,12666956.37,8188445.55
Unión de San Antonio,Comercializadora Tapia S.A. de C.V.,4500967.9,,13522903.75,6341752.2,5723131.63
Tamazula de Gordiano,Comercializadora Jimenez S.R.L. de C.V.,2235134.11,7454691.03,14308287.73,7521676.78,2600997.75
Tecalitlan,Soluciones Tapia S.R.L. de C.V.,1899692.19,3067020.79,4021578.48,7639053.4,12172813.32
Encarnacion de Diaz,Constructora Cervantes S.A. de C.V.,,14553455.45,4925519.92,5006481.47,13917660.59
Sayula,Corporativo Delgado S. de R.L.,,13803900.17,10940606.91,10194363.97,4145874.89
Yahualica de Gonzalez Gallo,Industrias Rivera S.R.L. de C.V.,4755423.79,684585.44,13056491.37,6967713.98,13570352.09
Zapotlan de Juarez,Industrias Castillo S.A. de C.V.,3415914.92,3934362.43,,2349670.32,13994453.99
Cihuatlan,Industrias Perez S.C.,6142998.91,11104506.99,14571648.38,10809519.17,4819620.01
El Grullo,Grupo Montes S.R.L. de C.V.,,14126744.94,13752219.05,541033.52,
Guadalajara,Grupo Pena S.A.,10822584.83,11653891.43,6476042.18,9324988.93,3858207.54
Encarnacion de Diaz,Corporativo Aguilar S. de R.L.,683044.17,10314896.19,,,6527883.61
Cabo Corrientes,Soluciones Tapia,11460289.72,12234832.21,7209255.69,1950618.67,2151684.95
Villa Corona,Corporativo Ortega,7320362.83,759377.08,5887696.85,2371102.7,6864132.09
Tototlan,Soluciones Flores S.C.,3950499.5,5526045.63,1048878.71,,14999715.84
Mascota,Distribuidora Hernandez S.A.,,2377708.98,90420.42,,679266.34
Tizapan el Alto,Constructora Cruz S.A. de C.V.,14788241.98,8729676.5,,5948829.93,661993.37
Hostotipaquillo,Servicios Jimenez S.A. de C.V.,823376.31,10536261.04,10111146.05,14268460.12,12936410.57
Tapalpa,Inversiones Martinez S.C.,452198.33,1221064.88,4648388.0,6814679.0,14770701.05
Encarnacion de Diaz,Industrias Gutierrez,13586952.32,,7377075.63,8380783.59,2189400.31
Villa Guerrero,Comercializadora Rios S.A. de C.V.,2177901.44,6536447.81,1772407.99,13123318.43,1539306.67
Zapopan,Industrias Delgado S. de R.L.,824329.14,5835899.08,,5727253.93,9313356.58
Lagos de Moreno,Empresa Hernandez S.A. de C.V.,2613709.56,2493360.17,753119.15,4281811.53,4350656.02
La Manzanilla de la Paz,Constructora Hernandez S.C.,9370815.37,5928621.43,6869188.43,,1253789.84
La Huerta,Constructora Nunez S.A. de C.V.,2625631.87,2905909.19,13286531.67,,
Ciudad Guzman,Corporativo Perez S.A. de C.V.,,,13189655.74,3896147.78,14764067.02
Unión de San Antonio,Grupo Morales S.A. de C.V.,3389471.33,11274474.38,1401492.08,13345402.93,1468095.81
Tuxcacuesco,Grupo Medina S. de R.L.,14759837.33,10261731.48,2258849.53,13186969.31,7249152.27
Jilotlan de los Dolores,Corporativo Pena S. de R.L.,3696314.38,12538522.54,6548153.55,5695413.36,2816360.48
Juanacatlan,Inversiones Pena S.C.,3526325.43,13367948.92,2715539.63,5959605.44,11793685.88
La Barca,Empresa Ortega S. de R.L.,9675722.47,7787692.23,9355153.04,7383373.03,7033037.85
Jamay,Constructora Zepeda S.C.,2960862.34,2262485.61,7116496.41,11023771.68,11810429.99
Tequila,Soluciones Martinez S.C.,7708699.79,5182704.8,9952988.21,3394967.96,3379120.54
Tepatitlan de Morelos,Grupo Quintero,3277605.6,11613829.36,2231706.77,10474534.5,
San Miguel el Alto,Servicios Soto S.R.L. de C.V.,,10286328.48,14568467.41,2433098.33,13763367.11
Tonala,Comercializadora Lara,14593939.35,3913113.11,4428479.38,,14832625.0
Techaluta de Montenegro,Industrias Gomez S.R.L. de C.V.,3978886.04,10449725.22,13137929.94,,941025.16
Jamay,Servicios Gomez S.A.,3324842.79,6911421.53,1961921.02,9733646.58,3994594.63
Tuxcueca,Constructora Valdez S. de R.L.,14817855.45,,,1556801.52,4275865.88
Toliman,Servicios Lopez,5649776.97,7689470.17,3095117.31,4786952.38,
Magdalena,Grupo Gutierrez,1822795.82,2635050.56,,8996216.73,
Acatic,Constructora Vargas S. de R.L.,2107553.36,1439981.53,366034.75,10118891.08,10147738.01
Villa Corona,Comercializadora Ortega S.A. de C.V.,7912349.69,10510959.92,9126498.66,8825635.98,13989908.67
Tuxcacuesco,Empresa Vega S.A.,9630829.24,11800256.1,4116659.55,7644526.21,8656006.52
Mascota,Industrias Ramos S.C.,,5752624.53,14799377.03,5344996.24,11479597.11
Tlaquepaque,Distribuidora Tapia,452508.77,10201554.72,9047538.33,14371695.32,1456824.63
Autlan de Navarro,Constructora Hernandez S.A.,12000155.44,7529854.44,3624891.8,1206817.35,1913293.48
Villa Purificacion,Comercializadora Tapia S.A.,4116356.94,9306771.43,3977411.45,4263640.74,1211921.68
Tepatitlan de Morelos,Grupo Hernandez S.R.L. de C.V.,,6126928.09,1798106.47,,4267350.45
Tlajomulco de Zuniga,Distribuidora Lopez S.R.L. de C.V.,7147551.79,6030375.12,7634923.52,1807092.89,6302500.58
Ixtlahuacan del Rio,Grupo Ybarra S.A. de C.V.,11932951.99,3864195.94,9238310.46,14750939.58,1216403.09
Toliman,Grupo Delgado S.A. de C.V.,8559709.65,144149.77,11520820.12,5485627.96,14791447.94
Juanacatlan,Constructora Ibarra,327346.83,14142817.17,7413289.3,,11170907.26
San Juanito de Escobedo,Grupo Ochoa S.A.,,4611088.83,8405192.35,4576099.31,
Magdalena,Constructora Uribe S.A. de C.V.,11360242.71,13671167.8,11364925.2,11089012.05,442354.63
Autlan de Navarro,Grupo Rivera,,2357009.48,12947355.4,,14932281.24
San Gabriel,Distribuidora Zepeda S. de R.L.,,1804672.45,3884328.58,6353766.68,1842789.87
Tizapan el Alto,Comercializadora Sandoval,11746876.05,,9553363.31,2739920.23,2962427.79
Cihuatlan,Empresa Jimenez S.R.L. de C.V.,12269929.06,9378747.3,270838.91,4494265.31,11486874.7
Magdalena,Distribuidora Ramos S.A.,6386701.46,810021.61,10469314.68,1889404.01,5322791.02
Casimiro Castillo,Comercializadora Hernandez S.R.L. de C.V.,11019185.45,,83710.4,9945275.56,11950160.79
Tototlan,Comercializadora Lopez,2916329.17,9700677.8,14095393.25,11384998.34,10532881.03
Ciudad Guzman,Servicios Hernandez S.R.L. de C.V.,,14305099.62,,310636.14,2977243.06
La Barca,Grupo Gomez S.C.,14256897.52,10567602.78,4568305.85,5104489.08,12157919.94
Villa Corona,Comercializadora Sandoval S.A.,12624907.13,14504750.18,10884835.31,1507493.66,14852025.91
Ixtlahuacan del Rio,Industrias Tapia S.C.,11608302.04,2404029.82,2160656.2,3504158.59,
Zapotlan de Juarez,Inversiones Flores S.A. de C.V.,7568226.59,3329318.9,7301015.61,8417610.67,13437376.25
Teocaltiche,Servicios Rios S.A.,14296732.26,6062471.94,,5368804.43,13150833.45
Jilotlan de los Dolores,Comercializadora Gutierrez S.A. de C.V.,8154512.72,,,13705638.06,11304679.88
Tlaquepaque,Constructora Fuentes,,8569546.01,5666516.01,551566.63,7448726.76
El Salto,Industrias Valdez S.C.,9923891.19,7076055.71,2303381.46,11173457.48,13221911.16
Atemajac de Brizuela,Comercializadora Rivera S.A. de C.V.,13212938.38,12654455.94,11316013.96,,5523041.07
Chapala,Empresa Cervantes,4276364.39,8838322.35,10442941.36,930369.06,11490824.69
Sayula,Empresa Delgado S.A. de C.V.,5334208.13,7476731.89,2439488.39,13091881.78,
Valle de Guadalupe,Grupo Diaz S. de R.L.,9990852.02,7822986.03,3600319.45,6242045.83,13517602.99
Tecolotlan,Distribuidora Soto,7489924.41,4928169.44,2173311.57,2093511.32,14522326.25
Mezquitic,Grupo Vega S. de R.L.,6518149.65,9013258.82,10852265.77,11888024.67,2671832.29
La Huerta,Comercializadora Montes S. de R.L.,14210865.16,6673372.75,5224721.15,,11989330.55
Jesus Maria,Comercializadora Lara S. de R.L.,10425913.68,,8093671.2,6281678.76,
Mixtlan,Corporativo Medina S.C.,7024436.08,9862924.22,10061979.92,7435515.99,5906756.21
Ameca,Corporativo Martinez S. de R.L.,7233763.24,14164636.96,14183645.83,4243960.53,6313849.06
Tizapan el Alto,Soluciones Gomez S.C.,1307956.25,,11993985.29,8429441.21,13360877.55
Tonaya,Inversiones Delgado S.R.L. de C.V.,10305795.04,10150905.81,14790396.15,7459983.58,12086377.95
Zapopan,Distribuidora Torres,13689508.7,535854.09,11019899.61,1116945.55,1712605.61
Jilotlan de los Dolores,Inversiones Aguilar S.R.L. de C.V.,,4284548.68,1640165.88,,5111033.19
Lagos de Moreno,Servicios Medina S.C.,11317706.81,3284675.35,5919674.63,5017732.25,1732310.05
Ciudad Guzman,Inversiones Lopez S. de R.L.,,7981722.06,,2933454.27,1750009.22
Casimiro Castillo,Servicios Zepeda,12086507.72,5303804.61,14948087.04,10267028.37,5826771.79
Ciudad Guzman,Comercializadora Tapia S.A. de C.V.,1142941.04,4602699.53,8310932.98,11606809.73,5290433.95
Ixtlahuacan del Rio,Inversiones Torres,11106853.95,1208546.37,3858246.21,2467630.3,7987912.79
Villa Purificacion,Grupo Delgado,6289085.92,8496834.33,1270941.83,13662082.61,4929495.78
La Manzanilla de la Paz,Grupo Fuentes S.C.,13532641.41,13350814.59,9080096.09,6103348.78,
Cabo Corrientes,Soluciones Delgado S. de R.L.,8645555.74,13977160.29,4697397.48,9229048.7,8316386.99
Zapotlan de Juarez,Grupo Vargas,,,3772212.12,11209434.59,
Villa Hidalgo,Industrias Montes S.R.L. de C.V.,,1257052.59,67627.81,9398071.33,14831594.34
Casimiro Castillo,Constructora Mendoza S. de R.L.,4880771.03,77746.69,11490643.42,9460926.64,
Zapotlan de Juarez,Soluciones Cruz S.R.L. de C.V.,3707694.92,11498056.29,14556419.58,12520789.35,5713973.07
Unión de San Antonio,Industrias Zepeda S. de R.L.,8841982.15,2176429.94,10423696.52,12138660.59,6677498.6
Jesus Maria,Industrias Ochoa S. de R.L.,4966103.58,13313086.22,9137698.75,4873789.9,4084973.24
Villa Hidalgo,Distribuidora Cervantes S.A.,4801361.02,9754151.66,9839591.98,9068062.34,
Tizapan el Alto,Grupo Gutierrez S.A. de C.V.,9615119.62,6199708.24,8860681.43,4762104.87,
Cocula,Constructora Mendoza S.C.,8096988.64,8723765.88,14399386.89,11101236.74,1763294.25
Villa Hidalgo,Inversiones Vega S.C.,5397458.03,2169015.68,2831132.89,6363661.2,13938691.93
El Salto,Constructora Ybarra S.C.,441643.42,2649496.03,11728215.1,1069027.01,1513222.31
Teocaltiche,Empresa Castillo S.A.,11249579.93,,265716.55,8994437.05,9200813.27
Bolanos,Empresa Ybarra,1651533.39,7783482.03,13552752.36,704074.61,6467784.01
Encarnacion de Diaz,Empresa Cruz S.C.,1396352.09,6316420.69,454984.7,2340382.82,5463297.49
Tizapan el Alto,Grupo Jimenez,1832305.08,10163784.33,,9004389.89,
Degollado,Comercializadora Ortega S.A. de C.V.,7077750.07,1380338.72,,2041170.06,2323590.45
San Juan de los Lagos,Empresa Medina S.A. de C.V.,,12668861.14,1152978.75,,11325423.51
San Miguel el Alto,Soluciones Torres S.A. de C.V.,8557446.2,2923429.45,4914160.26,3570501.72,12078447.86
El Arenal,Corporativo Ramirez S. de R.L.,837330.38,12377126.77,11516184.05,3205132.47,
Mezquitic,Constructora Gomez S. de R.L.,2676482.98,8797745.3,12001235.48,,9490991.37
Cihuatlan,Distribuidora Sandoval S.R.L. de C.V.,4747936.04,13457155.22,982019.23,13150682.62,3114434.85
Tototlan,Industrias Lara S.A.,4910903.02,4112633.48,5790402.08,14652402.67,1702243.3
San Martin Hidalgo,Grupo Mendoza S.R.L. de C.V.,663091.0,11792764.56,1526913.22,1219143.38,803984.96
Ixtlahuacan del Rio,Soluciones Gomez,6696479.13,11093080.41,3891226.78,14603873.2,6762677.6
Techaluta de Montenegro,Corporativo Vargas S.A. de C.V.,7968796.75,12869867.91,13018930.47,4073820.38,10185904.03
Ayotlan,Grupo Torres S. de R.L.,12600330.82,,9417258.62,10968086.73,9412207.01
Jocotepec,Servicios Montes S.C.,7530106.16,,9772647.43,481247.78,
Toliman,Empresa Valdez S.R.L. de C.V.,9379160.2,1398195.51,,12420089.95,14850875.02
Tecalitlan,Distribuidora Aguilar S. de R.L.,10014886.39,6703426.61,4503093.04,5216261.28,2194036.92
Techaluta de Montenegro,Empresa Vega S. de R.L.,6492472.53,945727.22,7863874.29,7862520.16,
Bolanos,Servicios Lara S.A. de C.V.,4984974.62,3645335.57,10725760.57,13544985.53,7972249.12
Encarnacion de Diaz,Industrias Ramos,,3723796.27,13061123.49,3125195.91,1100761.14
Tepic,Corporativo Perez S.A. de C.V.,7094879.58,9803130.35,7988078.3,14061060.66,9989029.36
Ixtlahuacan del Rio,Soluciones Tapia S.A. de C.V.,8956693.31,3536181.92,9283434.67,6691089.26,12595081.52
Chapala,Soluciones Pena S. de R.L.,8063121.57,10415424.78,4981620.34,12773880.2,4041114.87
Mazamitla,Corporativo Perez S.A.,10480227.26,9260910.99,12984129.28,8768938.75,4489543.89
Etzatlan,Soluciones Ortega S.R.L. de C.V.,3944546.31,5850041.25,13108789.89,11213784.38,9080500.58
Lagos de Moreno,Distribuidora Soto S. de R.L.,2621311.5,4762885.01,9465080.12,11050976.19,3910313.56
Unión de San Antonio,Empresa Tapia S.R.L. de C.V.,829194.04,6060164.54,14423482.9,3996947.05,
San Miguel el Alto,Soluciones Diaz S.A.,4168056.05,7989740.46,13283451.57,14932279.91,12224161.96
Arandas,Distribuidora Aguilar S.R.L. de C.V.,4606757.36,4244798.93,4486521.58,10719953.53,11397147.68
San Miguel el Alto,Inversiones Jimenez S.R.L. de C.V.,2734648.6,14924506.77,8184470.57,7513088.81,11068031.36
Tototlan,Inversiones Ochoa S.R.L. de C.V.,6053263.28,,5824840.09,5801538.39,7503557.27
El Limon,Grupo Lara S.C.,6070190.32,6239181.98,5038726.46,2754961.68,12005675.81
San Juan de los Lagos,Soluciones Gutierrez S.C.,10034707.67,,,10437858.24,6734827.62
El Grullo,Servicios Fuentes S.R.L. de C.V.,14659874.09,14848350.72,,5721745.03,1229337.21
La Barca,Corporativo Ochoa S.A.,,1878605.68,5123264.28,800837.63,2766324.5
Jamay,Grupo Lara,12294611.57,7168765.86,4244335.22,5642832.15,10786049.44
Zacoalco de Torres,Inversiones Cervantes S.C.,7863526.84,3900491.92,454102.75,11580000.08,5211328.99
Tonaya,Comercializadora Uribe,7183748.08,1041676.33,7735041.36,12785286.43,6022077.64
Ayotlan,Industrias Castillo S.R.L. de C.V.,1938080.14,11668315.51,,2582631.39,5635817.86
San Juanito de Escobedo,Empresa Cervantes S.C.,274721.76,12826581.76,128248.51,11909517.47,6103131.05
Chapala,Industrias Morales S.A. de C.V.,,4552238.92,8495414.35,13358064.98,5322212.39
Magdalena,Servicios Quintero S. de R.L.,2260462.63,9200423.5,3318398.84,3217992.51,7932353.14
Tecolotlan,Grupo Vargas S.A. de C.V.,,4410360.74,3782302.31,12371910.85,14625762.15
Magdalena,Industrias Martinez S. de R.L.,4545900.18,2687879.9,6326047.35,5710299.92,12727420.97
La Huerta,Comercializadora Torres S. de R.L.,7765385.08,10045206.7,9316212.4,1526252.76,3607751.98
El Grullo,Grupo Hernandez S.A.,2354898.03,3118358.58,8523337.1,,6221288.61
Ayutla,Constructora Ibarra S.A. de C.V.,5504758.9,3800301.47,13466949.06,12067176.53,9184075.35
Mezquitic,Soluciones Vargas S.A. de C.V.,14917811.29,4518733.83,5360187.13,,11639029.88
Canadas de Obregon,Soluciones Zepeda,9836538.18,1542928.52,,2198467.49,5851445.57
Tamazula de Gordiano,Industrias Soto S.R.L. de C.V.,5562531.78,2156481.06,14850064.46,7354853.5,2846532.5
Cihuatlan,Grupo Cervantes S.R.L. de C.V.,,,135521.08,8439017.42,7205847.87
Jamay,Distribuidora Fuentes S.A. de C.V.,1038885.87,4316936.47,14408160.04,8205519.48,5937924.9
Tonaya,Soluciones Ybarra S.A. de C.V.,2612582.19,,10773232.11,1119803.78,9287381.87
El Arenal,Servicios Morales S. de R.L.,6436743.24,1396647.07,6898641.37,12780953.12,14182288.19
Puerto Vallarta,Servicios Ybarra S.A. de C.V.,5280128.46,4312029.28,9924009.89,5662559.14,9095828.48
Cocula,Corporativo Ybarra S.C.,14293653.7,3563045.2,2587454.49,1913999.51,11360477.03
Arandas,Grupo Vargas,13100285.51,8295735.2,13707708.64,9599010.65,13213146.6
Bolanos,Comercializadora Ibarra,14966610.02,8050506.36,7780743.07,8699139.92,11973410.13
Tequila,Empresa Tapia S.A. de C.V.,,5220757.83,,584764.59,6939919.79
Teocaltiche,Comercializadora Rivera,14226852.43,,4659731.65,8065293.98,4124300.41
Zacoalco de Torres,Inversiones Perez S. de R.L.,6364364.22,6394625.33,2887075.36,11609433.55,6875026.87
El Grullo,Grupo Ramirez S.A. de C.V.,,3799031.23,7286481.39,9544378.84,11141879.57
Degollado,Industrias Sandoval S.A.,5367057.61,,,1666064.76,1898736.96
Canadas de Obregon,Constructora Martinez S.A.,5672758.99,2800841.79,9352617.71,2566745.3,
El Arenal,Corporativo Ibarra S.C.,2800091.29,3996419.61,7097690.11,2847938.6,10427573.17
Tuxcacuesco,Grupo Aguilar S. de R.L.,13110380.26,12535339.89,13276757.83,2956376.57,6112395.65
Zapotlan del Rey,Constructora Lopez S.A. de C.V.,,,12079044.22,9656852.85,6118217.52
La Barca,Empresa Ochoa S.R.L. de C.V.,11333836.95,11271206.05,5122180.88,14374188.15,14537910.45
San Cristobal de la Barranca,Servicios Cervantes S.R.L. de C.V.,557395.21,13791657.13,11186322.97,14191957.14,9581476.83
Tapalpa,Corporativo Hernandez S. de R.L.,8013106.35,5372758.59,6408039.17,5512698.24,
Encarnacion de Diaz,Grupo Ramos S.A. de C.V.,561029.31,,10796587.73,1497371.55,11268345.57
Lagos de Moreno,Distribuidora Gutierrez S. de R.L.,7233346.27,1714470.85,9212583.35,,
Tamazula de Gordiano,Corporativo Cervantes S.A. de C.V.,10320890.32,10295256.36,5677767.28,3379291.22,
Ayotlan,Constructora Rios S.R.L. de C.V.,4521506.32,9525325.26,,,9863227.98
Encarnacion de Diaz,Soluciones Ortega S.A.,,,11665303.78,11749996.3,9861882.89
Canadas de Obregon,Grupo Ortega S.A.,1178742.34,,12702147.32,4000889.43,8371057.62
Tepic,Servicios Valdez,5273833.2,11168050.07,11110925.03,1706902.97,3102678.56
Tlajomulco de Zuniga,Constructora Ortega S.R.L. de C.V.,,3493640.07,9234226.69,4732519.84,4598053.35
Ciudad Guzman,Industrias Gutierrez S. de R.L.,6331350.51,6437548.02,9915745.33,3555586.38,10224740.45
La Manzanilla de la Paz,Empresa Jimenez S.C.,2056181.34,329594.8,5714992.39,7696022.79,10409838.25
Guadalajara,Grupo Ramirez S.A.,13830578.37,326191.8,11996014.77,10073626.14,12873557.54
Techaluta de Montenegro,Distribuidora Vega,,12507397.59,,8551139.48,
Hostotipaquillo,Inversiones Rivera,4970730.72,1121179.94,9979120.54,1968440.66,5352795.13
Unión de San Antonio,Comercializadora Cruz S.R.L. de C.V.,1748512.31,12957381.06,13338770.21,12133941.97,
Valle de Guadalupe,Servicios Quintero,1943299.07,2024024.15,3770141.92,8788061.38,9016577.8
Casimiro Castillo,Industrias Mendoza S.A.,14925274.2,6336426.86,6873504.7,7648220.34,7780319.61
Cabo Corrientes,Industrias Zepeda S.A. de C.V.,,5602239.63,12070872.79,4299084.85,7830035.46
Tequila,Soluciones Medina S.C.,,11110657.89,4182278.13,5848393.45,14530989.64
Ameca,Comercializadora Ybarra S. de R.L.,11583087.22,5395223.99,8350127.77,11316411.72,14566436.11
Villa Corona,Comercializadora Vargas S. de R.L.,,10527917.06,4445413.66,,5412373.85
La Barca,Inversiones Ibarra,10385505.96,5594920.98,3786699.79,12753778.15,9373225.78
Mezquitic,Constructora Gutierrez S.R.L. de C.V.,11242259.76,367332.18,4768773.2,2366166.33,3220812.85
Jamay,Comercializadora Montes S.R.L. de C.V.,5630427.84,11918901.74,7964732.9,14035837.15,11130832.43
Zacoalco de Torres,Corporativo Rios S.C.,,4891935.89,1955467.45,11524623.05,
Ayutla,Soluciones Gutierrez S.A.,5202287.13,10821124.92,,,8239100.02
El Grullo,Distribuidora Jimenez S.A.,6466491.9,5544609.75,6215511.85,7022374.08,4931499.49
Tlajomulco de Zuniga,Servicios Pena,2889564.91,9343930.34,2798381.41,13273842.31,3892677.42
Tamazula de Gordiano,Grupo Medina S.C.,5722567.57,4504842.42,7291340.31,14648703.16,6117390.17
Acatic,Empresa Ramirez S.A. de C.V.,778427.24,11084428.56,554604.67,3862973.69,12895547.59
El Salto,Soluciones Valdez S.R.L. de C.V.,1372642.05,7776152.17,11531833.36,,11673581.45
Acatic,Corporativo Cruz S.A. de C.V.,8798848.92,11833070.37,12493543.19,12603666.48,14682071.5
San Juan de los Lagos,Industrias Valdez S.A.,12933275.0,4066124.74,8850760.49,,3482398.1
Villa Hidalgo,Grupo Delgado,2632731.49,10297566.8,7720753.01,7975459.43,
Tamazula de Gordiano,Servicios Ibarra S.A. de C.V.,1146038.21,4433511.05,,5008811.47,7538102.36
Ayutla,Constructora Vargas S.A. de C.V.,3175166.96,,13949935.2,3337143.08,8472550.2
Tuxcacuesco,Grupo Mendoza S.R.L. de C.V.,4355573.53,6168887.87,,12219350.3,13841754.33
Tototlan,Grupo Zepeda S.A.,,230663.68,11794747.04,,11438829.38
Huejuquilla el Alto,Grupo Quintero S.R.L. de C.V.,11209855.29,10784230.64,5129886.63,4424229.99,5476558.79
Tecolotlan,Servicios Montes S.A.,8782619.73,,7118742.67,9977580.31,4020912.39
La Barca,Grupo Gutierrez S.A. de C.V.,12444886.23,11065903.05,5131762.05,7124103.76,13919752.17
Teocuitatlan de Corona,Constructora Ramos S.A. de C.V.,,8385368.84,12665252.28,5976744.64,1596072.59
San Martin Hidalgo,Corporativo Ochoa S.A.,13569049.73,,2235108.98,10713488.3,8275713.09
Tlajomulco de Zuniga,Inversiones Martinez S.C.,,3778376.79,6038648.57,3672066.65,4396032.93
Tepic,Corporativo Pena S.R.L. de C.V.,2171535.82,3993332.65,8397010.84,4336441.82,8087153.93
Ayotlan,Constructora Mendoza,4163161.38,8489207.82,8316736.58,14369017.75,
San Cristobal de la Barranca,Servicios Montes S.C.,11469404.68,6612245.13,5715859.08,12003231.16,11433350.32
Etzatlan,Distribuidora Torres,4636764.08,,14526426.84,729855.66,10243225.02
Acatic,Servicios Aguilar,5477391.52,11923339.29,,7216960.19,8139191.1
Mazamitla,Empresa Torres S.A.,8465090.67,11714063.47,4674783.98,1867757.01,14330976.25
Chapala,Empresa Cruz,2017706.84,,8876309.69,7695184.79,13856984.82
Teocaltiche,Soluciones Delgado S.R.L. de C.V.,97100.99,8054024.66,13262644.66,14134879.8,6039913.7
Teocuitatlan de Corona,Constructora Hernandez S.A.,5823865.42,9546327.18,3771174.18,9343871.27,9209888.25
Canadas de Obregon,Industrias Diaz S.C.,2840956.18,14755771.47,,4203573.11,172741.2
Tlajomulco de Zuniga,Grupo Sandoval S. de R.L.,7427277.09,13320315.05,2627050.1,6952535.17,14933065.15
Puerto Vallarta,Grupo Reyes,4093907.17,1452603.94,,803540.04,
Mazamitla,Empresa Martinez S.C.,9347766.78,1765732.36,10221793.9,10479180.8,3144521.97
Jesus Maria,Constructora Ochoa S.R.L. de C.V.,2204508.95,12055109.67,14923407.05,,12164406.68
Cocula,Distribuidora Martinez S. de R.L.,7202999.25,2438129.58,2440030.81,686966.65,
Zapopan,Distribuidora Cervantes S.C.,6286372.38,10619592.27,2864343.08,14449934.26,9121812.99
San Gabriel,Constructora Martinez S.C.,6808610.93,,13324471.11,10708738.89,
